Q107945811	BPSVMSCEJRUNBC-UHFFFAOYSA-N
Q110159201	TUPDMLYCDOSVAR-TWRSYMOESA-N
Q110159205	BIEZHRIRLVWXFT-FGEPEWBASA-N
Q110159206	ROXJSZHCCCSPST-WKZGWEQNSA-N
Q110159208	PUNPCZIPNYKTCV-TYHNBFPCSA-N
Q110159209	HVAAQTDXUSPMLD-IGCJTOBOSA-N
Q110159214	VJNXGGVCMFEVSM-MJDUDGJOSA-N
Q110159216	GBJLMUFWWICUPN-KVDCAQDBSA-N
Q110159218	HUXQLCBYRTWEFS-GHUUQZFASA-N
Q110159219	JRUSMDKOMMRBPY-AQDMRTBMSA-N
Q110159221	NPFMRWVLZMWWHA-ZEOJLTFGSA-N
Q110159222	VREBHIIBSKFJFH-OAYDWUBUSA-N
Q110159223	UXBXSFBQJFREKB-KUQNXYTCSA-N
Q110159225	LWLFZSOQVBERAE-PQGNRCIWSA-N
Q110159227	MYXLCMGBRMLJOW-ISYVHKLZSA-N
Q110159230	NGRWMTIDCSTQOO-DOXMJLHASA-N
Q110159232	BHWMXGSIUOZDBI-IWHQFTEDSA-N
Q110159235	IRVJVPYNSVRRCE-VPPHHLPSSA-N
Q110159241	JRKQMCKTFHKZAH-QYZPXVODSA-N
Q110159244	DFOCHYXOOMGICE-BBJLODPZSA-N
Q110159245	KROYJVUBAIMQLZ-AWMZVNIISA-N
Q110159246	NFCQEJKKOQOJJM-HAYZRLLGSA-N
Q110159248	HCNWTASKWLYYJZ-SQRLTTDDSA-N
Q110159251	NCIYGUIDUVAJPC-AYJNPUFISA-N
Q110159254	QWIPLKRRZPLLFU-MCULDJNBSA-N
Q110159255	UQTUSZDBRXRPQR-GMOQTLLWSA-N
Q110159256	IZGWGAQDCIDRBV-UHFFFAOYSA-N
Q110159257	ROTFFYYCARWRHQ-WNRHWPMLSA-N
Q110159259	BESCRSMOIPNLKZ-VXFXWBCWSA-N
Q110159260	UWSQTXKVROPVDK-FSKBKGSBSA-N
Q110159261	OHHAWMYRUPJTKQ-UHFFFAOYSA-N
Q110159263	QMXYZAMGCKYKHQ-FTVIHGQDSA-N
Q110159265	OWICVIMBSMKDHR-FSUOFWIBSA-N
Q110159270	LXAQAGJUMPYUSR-USTKHRNSSA-N
Q110159273	LQKSHSFQQRCAFW-SPHVGREFSA-N
Q110159275	QOCMZEOVWQAOFT-YDCNANBYSA-N
Q110159279	XLJBQXZXIWSYHO-JUXXTOFYSA-N
Q110159280	HQAMTRISFFPBIM-UHFFFAOYSA-N
Q110159281	JTGYNJHWOAUNEK-HZZFPCBNSA-N
Q110159282	VAXBONMUZWUDCJ-UHFFFAOYSA-N
Q110159290	ZTBSRBSUQIFLBN-MTFODHARSA-N
Q110159293	MOVAFFRTIYGUBZ-UHFFFAOYSA-N
Q110159296	VMKGLVPMHJPVSL-QFCPCIGDSA-N
Q110159297	UDBOCRPVXNYVSH-HGYIOVOMSA-N
Q110159299	SCXNOQFFIUQBPJ-PSOZZUMASA-N
Q110159307	KLPNJQKYFZVGOK-UHFFFAOYSA-N
Q110159308	HEUSSFSVKKVAFQ-UODGXBKSSA-N
Q110159310	KAYMQKAMCDUXRP-QOUKPJRESA-N
Q110159311	MAPYTJSQLKSZEZ-QOUKPJRESA-N
Q110159312	FFTCTTXTQUKETH-QOUKPJRESA-N
Q110159315	XBMVIECAUHGESJ-RXDILXCRSA-N
Q110159319	QRBPBHIXDXCIEN-XNEPBORXSA-N
Q110159321	QONBAISRUZCJFF-MZWRQBRJSA-N
Q110159323	TZLKEKWUQRMTBV-SBVJGUMKSA-N
Q110159324	XQAUOXBHKXOGBQ-NXVVUEFESA-N
Q110159325	SBCCONGDAHGETE-NXVVUEFESA-N
Q110159328	XQAUOXBHKXOGBQ-YJPKUWSYSA-N
Q110159331	OAGGBVOJAIWXLZ-YJPKUWSYSA-N
Q110159333	DRNVSYAWHUZNCC-AYRLMPCTSA-N
Q110159334	XYGVUPXPWWMUAK-UYFULXBISA-N
Q110159335	OTFWURFIRFWLHX-BIXNBRSVSA-N
Q110159340	MCHKPVCODNVXBZ-GHCFYIALSA-N
Q110159343	JVWJZPMAMBSFIP-KNLSNHRISA-N
Q110159344	OZHOGVIXTZUCBE-DCJDAKHGSA-N
Q110159345	NMCPLXDFOONXSK-DCJDAKHGSA-N
Q110159346	ADNMWMDCUDFUHQ-FKQJEEJBSA-N
Q110159351	WYBMPHZGMQSBQX-WKXXOEGVSA-N
Q110159352	WJHGYDMMCIISCQ-XLJOYULLSA-N
Q110159354	NEGZFRNAAJQQEG-NOFCQABOSA-N
Q110159356	HTFQBZAJDJYYJL-AQDTXAMBSA-N
Q110159361	DOHISILMGRURNG-KIUKYKQOSA-N
Q110159365	OPFHYLNKVKPGNV-IBXWVKCVSA-N
Q110159368	XQNUUSDGKKQDOZ-HSUXGAPZSA-N
Q110159369	KZYJLFZLBGWRQQ-XZTOTZIXSA-N
Q110159371	ZLZNALHCFDVNII-RKJAVHAZSA-N
Q110159372	NGZPFBMYYAIAEL-VETGFMSWSA-N
Q110159375	HGPSINCIELURHW-OGHGMSAWSA-N
Q110159376	HGPSINCIELURHW-JNBAKQLUSA-N
Q110159380	RLHOQMQWBDVOPM-GPSFYHMWSA-N
Q110159382	JRCJKKSDWXJOMP-ZLBIGGGMSA-N
Q110159383	NQNQLGPYASRQND-AGJVNAMPSA-N
Q110159384	LWUJNFXMOSWRGO-HXWZHSPTSA-N
Q110159389	AYSMYLUVPGMSKV-PLXAKVCMSA-N
Q110159390	VZXRJCLKLPORSH-JBQLJMNMSA-N
Q110159394	AUXCARRWWRCVMM-ZZFZSVSRSA-N
Q110159396	RYSXYKPCSNNWNU-JTBFONRGSA-N
Q110159398	RGMRJERYAWLGFL-DIOVLAQMSA-N
Q110159399	NFEXMBMBZZNYQK-JEWWICQWSA-N
Q110159400	MKNWXPPWASGIJB-MBFYVNQYSA-N
Q110159401	ZKDJPRDXYUPPEK-KUGPAYIISA-N
Q110159404	JRYSFTQQWLHNHH-SWRHGPNJSA-N
Q110159405	FXUGCACUUONQJC-ANFZLHQHSA-N
Q110159412	FSXFHOSBFSYGAX-HUXHAMOPSA-N
Q110159413	SBJSFGCXPZQBOG-CQRDSGTRSA-N
Q110159415	AKACXVQTFMNJJA-RVDMUPIBSA-O
Q110159419	GNDQYOUFXKOCAJ-OTWHNJEPSA-N
Q110159426	AAZNLXXTBVTBKQ-KSZLIROESA-N
Q110159428	HSLFSTFEVGMTFF-UONOGXRCSA-N
Q110159429	LFXJZRGVICKOLP-RJSPSEDBSA-N
Q110159442	FVVVZSVINPVAIU-MFKMUULPSA-N
Q110159450	CETRDCWBMBILAL-LJRZAWCWSA-N
Q110159454	QREWPEMPVQOBAA-SOVPELCUSA-N
Q110159459	MOUJHDRSWLPUSR-RGDLXGNYSA-N
Q110159461	KYCBIRYKYQCBFO-JTQLQIEISA-N
Q110159468	WLBVWRVOGXOSNA-SLNOSVEWSA-N
Q110159502	ZYGXVSICEXXAKB-VYANYMONSA-N
Q110159519	UVDRDDDMNZUIPA-MWUWZEHCSA-N
Q110159520	QKLWRXPNVSGLOD-BZILHIHASA-N
Q110159529	OOIYWHWKLPEPEA-RAVVNMGDSA-N
Q110159542	RZASWFCAHPACCD-TVAUHDMXSA-N
Q110159544	CORITNKDDOOMSL-BDZOGBLZSA-N
Q110159545	ICEQSJLPASDDEC-PJPYAQQDSA-N
Q110159546	OWPNZRSEHXXIHR-LJRZAWCWSA-N
Q110159547	GEQVLVSQKTUBFK-GWWBTZNMSA-N
Q110159548	AYQBNFCPVJEXBA-GWWBTZNMSA-N
Q110159549	CBIAWVDAJZVDSQ-QRHDOFTISA-N
Q110159551	QJKMKBMIOMCHCY-UHFFFAOYSA-N
Q110159553	RLWFESLDAGBKSF-UHFFFAOYSA-N
Q110159555	SGQDBLJQURGTKN-UHFFFAOYSA-N
Q110159556	LPWPMGUNOGYLFZ-UHFFFAOYSA-N
Q110159557	SYTOPCOPUFZYMK-UHFFFAOYSA-N
Q110159560	SVLMVIDEAOMUDJ-UHFFFAOYSA-N
Q110159561	QESRUPWPSXDHTM-UHFFFAOYSA-N
Q110159568	ULYATEVPOLNFPJ-UHFFFAOYSA-N
Q110159570	QZWORURHRWVEJE-UHFFFAOYSA-N
Q110159574	CLSDHBVHQKWEJR-UHFFFAOYSA-N
Q110159576	KVBFNKBNLKILGD-OIUGJICQSA-N
Q110159577	BUCFGLPCTVELLO-YNVQRWCBSA-N
Q110159578	XBTJRTITHOCUBJ-RTESABESSA-N
Q110159579	VPBFOEOIIUFLET-JYAURXKXSA-N
Q110159580	NHBPCOSRFMASCI-AJDAMCSJSA-N
Q110159581	UXTWYEYETQOGND-KTRRIIGVSA-N
Q110159582	CSSLOCPSDAMIML-IUVQFDFLSA-N
Q110159588	VSODJBVPHOOTEU-OBYLJCASSA-N
Q110159589	ANTLVDCACHPFMI-FHUWYTBFSA-N
Q110159591	GHWVOKQFEBHUQZ-JHVXUHRBSA-N
Q110159593	SLUFHMQYBPOTFZ-FCBIJRMHSA-N
Q110159594	XUTSPGYKKOHASN-VMWVYCIHSA-N
Q110159598	KGWATBYKCMCFLC-NMSZZDKCSA-N
Q110159600	SXWRGDXAWWEUSK-HZRZAHPNSA-N
Q110162434	NXBOOZAQZQINMQ-OECSREOESA-N
Q110162612	ZOFQVMPJZHCDBS-FFWRZSCYSA-N
Q110162613	LKCTWIIDXXXXAR-CYGHALRTSA-N
Q110162695	PWHVEHULNLETOV-FBGLMBAISA-N
Q110163577	OTLKIHLYTKNIIE-LJXCLMGBSA-N
Q110163899	GHWPFBAAEVCXOY-ZEGCBRIZSA-N
Q110163934	MFHINOOZRLRHCN-UHFFFAOYSA-N
Q110164308	IMBQRCNWBRLBEQ-UHFFFAOYSA-N
Q110165080	AUJXLBOHYWTPFV-UJILECMYSA-N
Q110165083	CYZZFSCFKCNCLO-QRZPCONMSA-N
Q110165556	RLHVMWVVYJDSHS-UHFFFAOYSA-N
Q110165557	QPIOTFGKIWQUCQ-UHFFFAOYSA-O
Q110165687	USGICQIXTSDXCH-UHFFFAOYSA-N
Q110165711	IQKAWHUEZWYQHM-ZXMPGLORSA-N
Q110165904	HFHZNPVUUCLYRO-FAOYVRFFSA-N
Q110165919	UUBGPQONOFTRCE-DVLONLDQSA-N
Q110165965	UMJONRKNIGJNHH-UHFFFAOYSA-N
Q110165966	BZBJAFGFMNCGBB-UHFFFAOYSA-N
Q110165970	GQTRVJJQEJXMFF-WJZNTHCVSA-N
Q110166035	IHYMUZLNURDSFR-IQROIVBDSA-N
Q110166037	HYDWCEOUTOROAM-XEBPCLNKSA-N
Q110166101	FFIFWZKPECLSRP-KVTAUMANSA-N
Q110166125	IRCOVLVJMFRFTK-UHFFFAOYSA-N
Q110166126	MMMVHLKWCYLJIF-YKFYTHMOSA-N
Q110166278	SMXSFELFGYKZSJ-QAIGGFLESA-N
Q110166286	XLYJXKZIMRSICR-TUCSDNMMSA-N
Q110166287	AEKKIVGJEKXBHB-UNJIBNEDSA-N
Q110166288	ACDNMVZAKAACAL-QAIIJLHWSA-N
Q110166301	NKNWJEOLKJNRTG-OVAHYCHWSA-N
Q110166325	KKXTYLIJLMOZCW-NOSGSAFZSA-N
Q110166379	SOZYLLOAOCBQFQ-GUNDZKFLSA-N
Q110166382	BHWDNTPSMMOPFL-KUXHWVNRSA-N
Q110166386	QRBPBHIXDXCIEN-OAWWWLQCSA-N
Q110166524	KGLIARATBBHHHP-ABXCMAEBSA-N
Q110166525	HXKFBPDJHKTBKT-YTQPAVHCSA-N
Q110166527	HHGLFNRDPUBPSI-GBWULGRTSA-N
Q110166528	JQKVYCFGMHRVRG-BYJKJZODSA-N
Q110166558	SGHMQSOFJHQKCW-UHFFFAOYSA-N
Q110167123	RJDSARTZFIBDAR-QQIJEJKSSA-N
Q110167242	LJNLDHINSYLKTE-XFBDATAZSA-N
Q110167244	NDAWIFXMUFQRLV-CQACNBKESA-N
Q110167283	WKDDRNSBRWANNC-SHYZEUOFSA-N
Q110167325	JMEQCIBZLWPMAJ-UHFFFAOYSA-N
Q110167337	QZBWWFYXXYZAMM-BWKNWUBXSA-N
Q110167555	GAMGIIDZYKAVQH-SRSRKSMJSA-N
Q110167557	MPCIPLGLKBYIIR-UCRHDSKUSA-N
Q110167558	FFQYKYGDZXHWQD-QMKVWZELSA-N
Q110167559	DZGWKZQZDPEAAS-FYMMLXDJSA-N
Q110167568	ARZWKYJFXLHKCZ-YAOOYPAMSA-N
Q110167578	AKSMCYXVBDZJRK-QOGIMEQTSA-N
Q110167612	RERVSJVGWKIGTJ-ZJUTUNQVSA-N
Q110167616	OKJOASLJZNAUJH-FWVAHMOUSA-N
Q110167618	UWDUPJHVQLGXIK-GMSGAONNSA-N
Q110167628	CXOUKSOPSSXCMZ-ZMYIOMMISA-N
Q110167633	DGRCZFXNXUFHTJ-HPEDKQMDSA-N
Q110167643	YHFPMZZFCMHQCT-NXLVEIQXSA-N
Q110167646	SOOOIIZYTSNVFY-WKUOWAQYSA-N
Q110167647	ASRQXZQRQFZLRC-OCVOHJKQSA-N
Q110167657	GEPNQEMNYWQTLS-HXUWFJFHSA-N
Q110167676	BDZRADRTDBWWNO-MSOLQXFVSA-N
Q110167677	OVMHQWGGGYITNW-BFHYXJOUSA-N
Q110167695	NEQZWEXWOFPKOT-KMIRMROWSA-N
Q110167701	GEJXYOJDTGLZJE-HBBBHKLASA-N
Q110167705	XESIYWREAFIQIZ-SXGQFMPGSA-N
Q110167707	BOJLRPXCHKKNCK-AYRXBEOTSA-N
Q110167710	HTDCQJNTABOIAS-RMMIOOSRSA-N
Q110167762	UAQMAMISAAUZSV-BYLZDTGPSA-N
Q110167795	HSZFOQSMGNAIJM-OCTUDMHKSA-N
Q110167799	WTPCVDMJSKOJKE-VXJMVHJBSA-N
Q110167800	BMYQPCITONWHIF-RHZPDHEESA-N
Q110167813	GNUIPQNBCVNGEM-CYHVGBIXSA-N
Q110167814	YOMOWVJLKFVSNZ-KEBXCGKLSA-N
Q110167820	HPXCIVOFOHJBPM-ZJIFWQFVSA-N
Q110167823	MGTBMHYVDCTXJO-JUAIBCHFSA-N
Q110167824	UESUCCHYYLQPNA-UGFHNGPFSA-N
Q110167828	IWFXKTHFKLCDQJ-UBZQIQMRSA-N
Q110167831	XFAZQRAVFBWICT-YAYRGMQMSA-N
Q110167839	FFAHKEMMBZQSGI-BYIYCMQOSA-N
Q110167840	NRAXHZVAYZPXKQ-OOYIDZMOSA-N
Q110167843	GDEXCBVSKBSSBD-DOHHPOSVSA-N
Q110167845	QTERRUCSFKBRCE-QIWTVSAUSA-N
Q110167846	XLJUPGGTLAFLOF-CZCSQLEPSA-N
Q110167862	JWNXGTYVLOAQEH-CRANYONASA-N
Q110167876	HHNHRFWUTDSIPH-SSUZURRFSA-N
Q110167881	VGSMDJWAWJALKD-GFCNXCJQSA-N
Q110167884	GOJFQAWHNZEBKB-CAGQNJOQSA-N
Q110167894	AMBMNVMTAJAUOI-IUNGFNNNSA-N
Q110167899	RMTYVTYZDACRDT-NQXBHSDSSA-N
Q110167905	AYNSNFZADBZRGD-FLWVEUMXSA-N
Q110167907	HMXWSPAAHABNRS-FSZDVQDKSA-N
Q110167921	GQKXCBCSVYJUMI-LJQANCHMSA-N
Q110167923	FFALEOSYTYGFGT-IBRRMBKCSA-N
Q110167928	IPIBASNVKYAKDN-NSHDSACASA-N
Q110167952	HITOGNCAEBBQJD-OLAQMGEPSA-N
Q110167966	VFVAGPWBFWJBMN-HTQZYQBOSA-N
Q110167977	RJRXDHSARHBDNY-RJOQJXEYSA-N
Q110167983	AJZFEBJQAMXICU-IQMFZBJNSA-N
Q110168010	IBLCTZODOHIUCU-JOCHJYFZSA-N
Q110168016	PZPWIVLDUYGWEU-OUAUKWLOSA-N
Q110168022	ZLDHOSKNQORRAO-UJFMFGCJSA-N
Q110168029	ROECGAWNHRGIRN-RILOYPOQSA-N
Q110168046	GJIFFFJEPUFSMW-MNTSOTEJSA-N
Q110168104	FLJVCTAWIDPKTG-RMRHIDDWSA-N
Q110168106	UQCMMCKISQFOFC-FSPLSTOPSA-N
Q110168115	AOAHAKPTWZVKAF-MTLGCJRHSA-N
Q110168127	SXDWNOFDSOXRRM-DDMUOLFQSA-N
Q110168129	HHNRKSWQUGTUBV-XFJOCSKPSA-N
Q110168157	LYUMIRDHRQWMSD-UNSSZMCCSA-N
Q110168180	UQVNRKBFAXNOGA-SFVWDYPZSA-N
Q110168202	LIOXJPPHADEFJM-CSGAWJIWSA-N
Q110168206	AYZHFLVNHAQMID-JVYDVMDSSA-N
Q110168220	ZEQHTIZCTRWTEP-RKDXNWHRSA-N
Q110168224	GYYKDEKKJBJCPY-HFOPRFLKSA-N
Q110168242	PDYFRRZJPCCQRD-KSCOTYGWSA-N
Q110168254	NBPAZLNDCXUMSM-SZSAWXPCSA-N
Q110168257	WXYOJFGZCRSXDT-SECAHVEMSA-N
Q110168259	AWIDVOUTUFMVPQ-SYEQPEDASA-N
Q110168265	YHKNYPIHDQHERL-SQTRHHLMSA-N
Q110168271	HWMMWMJBUOCCFZ-HXFLIBJXSA-N
Q110168272	QUSVCUTZGWKBQJ-OBQMCUGOSA-N
Q110168273	GDXNPLSKAZEDPX-GMXABZIVSA-N
Q110168275	XKDQIZLYDBYWGU-KEKRBBGGSA-N
Q110168295	QCDLQCCTHSWPBS-VSGBNLITSA-N
Q110168303	NKDDWRFPMADJKX-XSHRGJNRSA-N
Q110168307	WWWXDCNRNMZGEN-GVVXFWDLSA-N
Q110168309	CEBXSUCZDGSCIC-BQBZGAKWSA-N
Q110168325	YSGBEFDGBKQJTK-VUHKNJSWSA-N
Q110168336	OQMYRVPMCIOFHL-UDBCLFQLSA-N
Q110168346	CVFXTHLJDCCOQN-TXUWIWCQSA-N
Q110168347	GYYFBOIZUIUNPL-PVSHWOEXSA-N
Q110168353	GTKKLIYNQCXJMH-GFOWMXPYSA-N
Q110168354	CTNZOGJNVIFEBA-HFCFLWKCSA-N
Q110168356	OOHPMURDIUCNIG-PMERELPUSA-N
Q110168357	NRRLTLDCIOYASW-DKSJQKFTSA-N
Q110168359	BDHRIAWSFKZLSN-ONNKWRDQSA-N
Q110168361	KPUHAJPJYZHSQY-GMQQQROESA-N
Q110168362	PMDYHIAMOYUOJS-AUKSUVCXSA-N
Q110168363	BDHRIAWSFKZLSN-ZDLFGTGMSA-N
Q110168364	PHEKSAGWYUBZTP-HFVXDEDMSA-N
Q110168365	HZPYWBLIVTTWQN-YUSVDLJSSA-N
Q110168366	NNDWZOKTFOCYKI-VPWBDBDCSA-N
Q110168367	SFXQGFQDGMHFCG-NPMFFISESA-N
Q110168368	UDWLQTHZFSAAHA-KNMMEEQTSA-N
Q110168373	NYCXYCGYQNIQSJ-NEOHGDIRSA-N
Q110168374	RFTCCHRJHJWRKA-JDBUVZGPSA-N
Q110168375	QIYAHVFPCSLOLV-HFUIXXASSA-N
Q110168377	KQXDHUJYNAXLNZ-KMVZXKOPSA-N
Q110168382	ZNJFBWYDHIGLCU-NXEZZACHSA-N
Q110168383	RBCVCNVBAWEHLS-UNFRMQPBSA-N
Q110168384	KOBHRKRRZILYFW-FNLHRSDSSA-N
Q110168385	DBTIHDIIXPQOFR-TXANZWPVSA-N
Q110168389	UZRDNRMSDRDSPO-BSVVWIFFSA-N
Q110168390	XCAAHKTWYRWNTL-MCSHHISBSA-N
Q110168391	QFXZTMBMDJGLJW-LSSIXWDNSA-N
Q110168392	WKDDRNSBRWANNC-LPBDRPKESA-N
Q110168395	RVJXPFRHRQFKKH-IPPPMHIGSA-N
Q110168396	UNKITCNAONQJPZ-SKLQMCSJSA-N
Q110168397	NUXHSAAEUDFPJT-ONGXEEELSA-N
Q110168399	UXFPPZJZYMHBTF-YQHBSZIESA-N
Q110168400	HGDVFZDJXDLEKR-SFAJNDLDSA-N
Q110168401	UKIMSVPFEDFFBS-OAHLLOKOSA-N
Q110168402	BZOJTNLXPLGYIH-JOCHJYFZSA-N
Q110168404	IAASOIULJHHJRF-OGLSAIDSSA-N
Q110168406	IEGUGMUAHGJATF-ZFVXVEAMSA-N
Q110168407	HMFDSIGNMYZFJO-ALVIEERSSA-N
Q110168408	IIPQGVAAEKTISP-ZKQWNXQTSA-N
Q110168410	CKPPQLWWWRCXHL-DPTHPHEISA-N
Q110168415	TVLLLIMEZXBDHC-URCZSRTNSA-N
Q110168417	YJVYRBYLEGAOMP-MRXNPFEDSA-N
Q110168418	RNCWKUCWPBNWOH-RJCOHJNNSA-N
Q110168421	LXPUVRRVVAJHRM-IQMFZBJNSA-N
Q110168423	NQADLTSQCBMZJF-PQAOLJOCSA-N
Q110168425	RGEKCJWSPYJSNC-GLANILNPSA-N
Q110168426	VERJQRRBSKVZER-IEBWSBKVSA-N
Q110168427	GOGTZFIXPWXNHH-SIKGKWMMSA-N
Q110168428	OMAGQTXDHXASNM-QJXMSSHLSA-N
Q110168429	XEYHQCXTFFDUGL-DTTOJEKGSA-N
Q110168430	QKVBZIOMBXJEAO-XFVJEIOMSA-N
Q110168431	GECMPKVUETUUQS-MABKHELXSA-N
Q110168432	SPXFRSPAXUABLG-HBUQRDLDSA-N
Q110168433	OOKYVFOLITUCQV-MHZLTWQESA-N
Q110168435	FRIXVASHXAKYRS-LLAZDTPNSA-N
Q110168439	PLIDBJRNYJKVGG-UHFFFAOYSA-N
Q110168444	BWGADGZRBDOONA-KVPGNWIISA-N
Q110168445	JRWOLNKAGPQJTH-NTUMFJOMSA-N
Q110168446	LCXAZCVSKYUTII-CXFLASQRSA-N
Q110168447	XROYAYHTAHEXNB-YCTUVTCDSA-N
Q110168448	GGIWBIPQHQHJCO-CGAUKSQNSA-N
Q110168449	DINLGKBBYJNJHA-PWMHDYCUSA-N
Q110168451	BWCYDEWKXYQBIN-NCJGJJKMSA-N
Q110168452	FJKXTYHCAANBDR-LZVHQSEYSA-N
Q110168456	VKEITMNFEJHFCX-CYBMUJFWSA-N
Q110168457	JHMQRCUWXPACCR-XWEAYVSNSA-N
Q110168458	HUJFKZCVAUJOMH-HVBVWTFJSA-N
Q110168459	PNGIBNMUXNYIFZ-BDAKNGLRSA-N
Q110168460	PLLOEODSUMNSFG-VYCIQSKRSA-N
Q110168461	HFPVTZNYHFSJMC-RDOOFJRMSA-N
Q110168462	ZKEYYASKEXLLCC-ABYUPDDJSA-N
Q110168463	IMGKMHFYJMZGRX-UFUMCKKASA-N
Q110168464	FGNPPWFDUWSHQL-UPEPMZDMSA-N
Q110168465	YCXUCEXEMJPDRZ-AQMUIXANSA-N
Q110168466	PEBYLDKPVXXCJK-PNGFAOCKSA-N
Q110168467	ZILQDHDHXVYIDB-VIFPVBQESA-N
Q110168472	DQOGXWZWFMMBQR-KFWWJZLASA-N
Q110168474	SRKDUNRNENAEJS-QJCXCHQMSA-N
Q110168475	ZPRKRBDMVCYLBR-XEANALEWSA-N
Q110168476	SFLHFCULYUUTLC-QYVNVUHISA-N
Q110168477	JQUGYVKOYKGIRB-FDSMQOSNSA-N
Q110168480	ANHBRTMQBHJJFA-YBQLEHPPSA-N
Q110168482	OFHKOQIHROPJCK-NMPCXYRHSA-N
Q110168483	JUHALZHBXHSBMH-LPHIXDDYSA-N
Q110168487	QZILCMMQASUSFP-KZMPCSPVSA-N
Q110168489	SLWJHRCOUPNNFJ-HBBBHKLASA-N
Q110168491	ZFUPZDZSERSKNA-OBQMCUGOSA-N
Q110168496	RLNOIXQIRICASI-VZPUUZNXSA-N
Q110168497	KZFLZAJZRKYSKL-YDMISYQBSA-N
Q110168500	UDYMSQQWPPCJJI-PTQUBOABSA-N
Q110168501	JBUHSCUDVQFUJD-IPPPMHIGSA-N
Q110168502	WWMFRHLTGLCMDR-QSLBZYNZSA-N
Q110168506	JJBKBNZVPPRXII-KJKTYCSFSA-N
Q110168507	WLNBAYZLLFKUGH-QSDLVTITSA-N
Q110168508	UQWRSTHNSHDTCA-BNOHXNBDSA-N
Q110168511	KKGFMAANSDFYDF-QROBEVECSA-N
Q110168514	MGAKDLNEBWLFRK-ZGLDAHOFSA-N
Q110168516	MVKPPRLSKGOBJB-VHEIIQRDSA-N
Q110168518	UTPAWELXXKUSFE-PWOLUNKGSA-N
Q110168521	OEGGHLYZTCPVMW-YOXFSPIKSA-N
Q110168523	AAZNLXXTBVTBKQ-BZSNNMDCSA-N
Q110168524	SIYWUVAANMMTCY-RGPAJSELSA-N
Q110168526	IOEAOHLFINUPGX-SHNFYRASSA-N
Q110168528	HHCQRNABFNZPFW-ZEFPPCCWSA-N
Q110168529	LZXREDXOPNVYFH-JUCWOJMHSA-N
Q110168534	DDSYZRYNMPREDI-ZODGFYKSSA-N
Q110168538	BOBKKUAIQVWZHJ-LOUJCGABSA-N
Q110168539	CIRUKWHIGGSERO-SSEXGKCCSA-N
Q110168542	LAIYYPVVJOIREL-JWYZECRMSA-N
Q110168543	WAHOUCCFIHSJQV-NBTVYNQOSA-N
Q110168544	HWMRSJKGOYUXJF-FKACKCICSA-N
Q110168548	YTPPVTGAFMNBMU-RSPOJEKHSA-N
Q110168549	WEFLJOVONZPAEL-PNTFMKQHSA-N
Q110168554	RSYBHADEANEJMV-SDZREMLESA-N
Q110168555	CAPORZWUTKSILW-GSVOUGTGSA-N
Q110168558	CCLDZVYWGHUMES-FMSQNYNMSA-N
Q110168559	GFMGOVRWOOAPMN-HSXGCCRNSA-N
Q110168560	YFSCOMBSRWTBMQ-GUDVDZBRSA-N
Q110168562	KDBXJRLNARFRRV-OFDBHDDTSA-N
Q110168563	YHPJNLPDNVMZNR-GAGCMDECSA-N
Q110168565	PGFVYIIJNFGCFU-UHFFFAOYSA-N
Q110168566	FFZDPXIWAMFENN-MGHFSUBISA-N
Q110168567	BWTQHPFSWXJOGP-HFEZHTETSA-N
Q110168569	PXLMNSODUBZTGS-URYCSHDVSA-N
Q110168570	PTADPNLCURKKPJ-FGSXEWAUSA-N
Q110168572	LGVCGEBNSHQLLO-CQDKDKBSSA-N
Q110168574	PSHUZQHBLAPAMD-KFCOXGNHSA-N
Q110168575	HPWUXQWJZVSQOR-ZETCQYMHSA-N
Q110168576	CMDVUZVMWFSCET-LYWHDOLQSA-N
Q110168591	YLWIMOSLRAJWRO-YRDZETTNSA-N
Q110168599	NXMMIDHKNNDZHM-CPFSXVBKSA-N
Q110168602	DRWCHJCNYGSRJJ-QIBSMZLPSA-N
Q110168607	ZMWZXRUZZKSPPM-LZKPMYRZSA-N
Q110168612	PLRPNMIDKFLMKO-IRCUZVAFSA-N
Q110168616	XHVDIEWSKYALRW-ZDXTWHTPSA-N
Q110168617	FMQZTNFBYSFQKT-UTHRFFRBSA-N
Q110168627	KZCDZOUEHCXSSP-AOXFRAORSA-N
Q110168630	NFZJAYYORNVZNI-PBAWWTFPSA-N
Q110168635	PHEKSAGWYUBZTP-GIIPVYGVSA-N
Q110168647	UESKRABSNQVZLB-CFRBQARRSA-N
Q110168648	CXVPYCSNJZJTRF-WPRPVWTQSA-N
Q110168664	QSPSUWAZPXEFIJ-VEWQFJOQSA-N
Q110168665	ZISVHQQMROKAEL-FPYMMUKQSA-N
Q110168666	OYRYQNANNSGCDK-FKMJIWNBSA-N
Q110168667	ZTJOUHBWHRZEJJ-BSYUJLLRSA-N
Q110168670	KCYRWQKOIZHYNX-ARSHIWEASA-N
Q110168672	JZBCFYFXBXJTKB-UCIVKPIZSA-N
Q110168675	HUAXMYCKJKYAPN-XTHFFBCUSA-N
Q110168678	LJNGIVUAMWQJIA-WDZYBAFLSA-N
Q110168681	MXZNZZJLGOWQFM-MNSPSGFLSA-N
Q110168683	SNIARLNYOYAXGS-YRGRVCCFSA-N
